sample_id,band_id,observation_time,start_frequency_mhz,end_frequency_mhz,bandwidth_mhz,hour_of_day,day_of_week,region,state,district,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,target_available,target_occupancy_ratio,label_source,data_type,created_at
6022,B005,"2026-01-05 20:00:00",942.000,960.000,1.800,20,1,Chennai,"Tamil Nadu",NULL,-79.784,-102.604,22.820,0.46535,0.46262,0,0.46535,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6023,B005,"2026-01-06 20:00:00",942.000,960.000,1.800,20,2,Chennai,"Tamil Nadu",NULL,-76.839,-102.555,25.716,0.56594,0.49631,0,0.56594,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6024,B005,"2026-01-07 20:00:00",942.000,960.000,1.800,20,3,Chennai,"Tamil Nadu",NULL,-81.422,-102.604,21.182,0.44732,0.39631,0,0.44732,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6025,B005,"2026-01-08 20:00:00",942.000,960.000,1.800,20,4,Chennai,"Tamil Nadu",NULL,-79.364,-103.612,24.248,0.49066,0.38224,0,0.49066,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6026,B005,"2026-01-09 20:00:00",942.000,960.000,1.800,20,5,Chennai,"Tamil Nadu",NULL,-78.989,-103.533,24.544,0.37840,0.42506,0,0.37840,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6027,B005,"2026-01-10 20:00:00",942.000,960.000,1.800,20,6,Chennai,"Tamil Nadu",NULL,-76.751,-102.781,26.030,0.48129,0.44735,0,0.48129,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6028,B005,"2026-01-04 21:00:00",942.000,960.000,1.800,21,0,Chennai,"Tamil Nadu",NULL,-80.105,-104.217,24.112,0.39508,0.49279,0,0.39508,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6029,B005,"2026-01-05 21:00:00",942.000,960.000,1.800,21,1,Chennai,"Tamil Nadu",NULL,-79.999,-103.999,24.000,0.55879,0.51129,0,0.55879,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6030,B005,"2026-01-06 21:00:00",942.000,960.000,1.800,21,2,Chennai,"Tamil Nadu",NULL,-81.047,-107.728,26.681,0.52141,0.44246,0,0.52141,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6031,B005,"2026-01-07 21:00:00",942.000,960.000,1.800,21,3,Chennai,"Tamil Nadu",NULL,-86.638,-106.597,19.959,0.49093,0.41936,0,0.49093,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6032,B005,"2026-01-08 21:00:00",942.000,960.000,1.800,21,4,Chennai,"Tamil Nadu",NULL,-81.755,-102.570,20.815,0.52298,0.61553,0,0.52298,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6033,B005,"2026-01-09 21:00:00",942.000,960.000,1.800,21,5,Chennai,"Tamil Nadu",NULL,-82.514,-105.030,22.515,0.36933,0.38707,0,0.36933,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6034,B005,"2026-01-10 21:00:00",942.000,960.000,1.800,21,6,Chennai,"Tamil Nadu",NULL,-85.766,-104.316,18.550,0.45350,0.53273,0,0.45350,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6035,B005,"2026-01-04 22:00:00",942.000,960.000,1.800,22,0,Chennai,"Tamil Nadu",NULL,-77.285,-100.773,23.488,0.49172,0.40212,0,0.49172,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6036,B005,"2026-01-05 22:00:00",942.000,960.000,1.800,22,1,Chennai,"Tamil Nadu",NULL,-76.036,-99.179,23.142,0.46234,0.33466,0,0.46234,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6037,B005,"2026-01-06 22:00:00",942.000,960.000,1.800,22,2,Chennai,"Tamil Nadu",NULL,-77.004,-101.288,24.284,0.37151,0.41127,0,0.37151,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6038,B005,"2026-01-07 22:00:00",942.000,960.000,1.800,22,3,Chennai,"Tamil Nadu",NULL,-79.227,-101.466,22.238,0.46088,0.47997,0,0.46088,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6039,B005,"2026-01-08 22:00:00",942.000,960.000,1.800,22,4,Chennai,"Tamil Nadu",NULL,-79.973,-103.855,23.883,0.53224,0.35466,0,0.53224,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6040,B005,"2026-01-09 22:00:00",942.000,960.000,1.800,22,5,Chennai,"Tamil Nadu",NULL,-79.825,-96.822,16.997,0.42616,0.52466,0,0.42616,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6041,B005,"2026-01-10 22:00:00",942.000,960.000,1.800,22,6,Chennai,"Tamil Nadu",NULL,-80.510,-101.647,21.137,0.44183,0.36885,0,0.44183,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6042,B005,"2026-01-04 23:00:00",942.000,960.000,1.800,23,0,Chennai,"Tamil Nadu",NULL,-73.738,-102.337,28.599,0.54495,0.55208,0,0.54495,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6043,B005,"2026-01-05 23:00:00",942.000,960.000,1.800,23,1,Chennai,"Tamil Nadu",NULL,-78.397,-99.688,21.292,0.43420,0.36616,0,0.43420,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6044,B005,"2026-01-06 23:00:00",942.000,960.000,1.800,23,2,Chennai,"Tamil Nadu",NULL,-78.233,-104.486,26.253,0.42850,0.52194,0,0.42850,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6045,B005,"2026-01-07 23:00:00",942.000,960.000,1.800,23,3,Chennai,"Tamil Nadu",NULL,-74.552,-103.133,28.581,0.58834,0.47261,0,0.58834,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6046,B005,"2026-01-08 23:00:00",942.000,960.000,1.800,23,4,Chennai,"Tamil Nadu",NULL,-81.608,-100.966,19.359,0.48293,0.48752,0,0.48293,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6047,B005,"2026-01-09 23:00:00",942.000,960.000,1.800,23,5,Chennai,"Tamil Nadu",NULL,-81.502,-101.585,20.083,0.44511,0.40809,0,0.44511,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6048,B005,"2026-01-10 23:00:00",942.000,960.000,1.800,23,6,Chennai,"Tamil Nadu",NULL,-84.227,-102.990,18.763,0.39495,0.34332,0,0.39495,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6049,B005,"2026-01-04 00:00:00",942.000,960.000,1.800,0,0,Hyderabad,Telangana,NULL,-83.658,-102.406,18.748,0.36470,0.40745,0,0.36470,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6050,B005,"2026-01-05 00:00:00",942.000,960.000,1.800,0,1,Hyderabad,Telangana,NULL,-83.693,-100.935,17.241,0.27227,0.30923,0,0.27227,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6051,B005,"2026-01-06 00:00:00",942.000,960.000,1.800,0,2,Hyderabad,Telangana,NULL,-77.616,-99.724,22.108,0.44484,0.41021,0,0.44484,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6052,B005,"2026-01-07 00:00:00",942.000,960.000,1.800,0,3,Hyderabad,Telangana,NULL,-88.057,-103.808,15.751,0.34995,0.28511,0,0.34995,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6053,B005,"2026-01-08 00:00:00",942.000,960.000,1.800,0,4,Hyderabad,Telangana,NULL,-83.442,-104.395,20.953,0.38110,0.42557,0,0.38110,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6054,B005,"2026-01-09 00:00:00",942.000,960.000,1.800,0,5,Hyderabad,Telangana,NULL,-82.280,-101.672,19.391,0.34583,0.34414,0,0.34583,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6055,B005,"2026-01-10 00:00:00",942.000,960.000,1.800,0,6,Hyderabad,Telangana,NULL,-84.059,-104.401,20.342,0.36113,0.29868,0,0.36113,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6056,B005,"2026-01-04 01:00:00",942.000,960.000,1.800,1,0,Hyderabad,Telangana,NULL,-80.721,-101.878,21.157,0.29362,0.22471,0,0.29362,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6057,B005,"2026-01-05 01:00:00",942.000,960.000,1.800,1,1,Hyderabad,Telangana,NULL,-76.342,-99.855,23.513,0.36636,0.39473,0,0.36636,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6058,B005,"2026-01-06 01:00:00",942.000,960.000,1.800,1,2,Hyderabad,Telangana,NULL,-85.790,-102.052,16.261,0.31317,0.35922,0,0.31317,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6059,B005,"2026-01-07 01:00:00",942.000,960.000,1.800,1,3,Hyderabad,Telangana,NULL,-86.939,-103.960,17.021,0.40015,0.30225,0,0.40015,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6060,B005,"2026-01-08 01:00:00",942.000,960.000,1.800,1,4,Hyderabad,Telangana,NULL,-80.100,-99.538,19.438,0.40969,0.27416,0,0.40969,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6061,B005,"2026-01-09 01:00:00",942.000,960.000,1.800,1,5,Hyderabad,Telangana,NULL,-82.556,-101.098,18.541,0.34221,0.29880,0,0.34221,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6062,B005,"2026-01-10 01:00:00",942.000,960.000,1.800,1,6,Hyderabad,Telangana,NULL,-84.177,-105.031,20.854,0.37111,0.37925,0,0.37111,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6063,B005,"2026-01-04 02:00:00",942.000,960.000,1.800,2,0,Hyderabad,Telangana,NULL,-77.006,-98.846,21.839,0.39356,0.41216,0,0.39356,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6064,B005,"2026-01-05 02:00:00",942.000,960.000,1.800,2,1,Hyderabad,Telangana,NULL,-74.895,-100.751,25.857,0.50125,0.48107,0,0.50125,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6065,B005,"2026-01-06 02:00:00",942.000,960.000,1.800,2,2,Hyderabad,Telangana,NULL,-82.070,-101.188,19.117,0.36717,0.40084,0,0.36717,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6066,B005,"2026-01-07 02:00:00",942.000,960.000,1.800,2,3,Hyderabad,Telangana,NULL,-80.185,-100.204,20.019,0.46059,0.39736,0,0.46059,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6067,B005,"2026-01-08 02:00:00",942.000,960.000,1.800,2,4,Hyderabad,Telangana,NULL,-82.729,-101.370,18.640,0.39155,0.35808,0,0.39155,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6068,B005,"2026-01-09 02:00:00",942.000,960.000,1.800,2,5,Hyderabad,Telangana,NULL,-90.188,-107.127,16.939,0.33297,0.25052,0,0.33297,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6069,B005,"2026-01-10 02:00:00",942.000,960.000,1.800,2,6,Hyderabad,Telangana,NULL,-85.839,-105.511,19.672,0.33358,0.48795,0,0.33358,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6070,B005,"2026-01-04 03:00:00",942.000,960.000,1.800,3,0,Hyderabad,Telangana,NULL,-78.707,-98.783,20.076,0.39706,0.34862,0,0.39706,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6071,B005,"2026-01-05 03:00:00",942.000,960.000,1.800,3,1,Hyderabad,Telangana,NULL,-80.146,-103.077,22.931,0.46401,0.49985,0,0.46401,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6072,B005,"2026-01-06 03:00:00",942.000,960.000,1.800,3,2,Hyderabad,Telangana,NULL,-79.621,-101.670,22.049,0.50604,0.41136,0,0.50604,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6073,B005,"2026-01-07 03:00:00",942.000,960.000,1.800,3,3,Hyderabad,Telangana,NULL,-83.208,-101.750,18.542,0.31000,0.32645,0,0.31000,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6074,B005,"2026-01-08 03:00:00",942.000,960.000,1.800,3,4,Hyderabad,Telangana,NULL,-80.001,-100.600,20.600,0.42708,0.26121,0,0.42708,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6075,B005,"2026-01-09 03:00:00",942.000,960.000,1.800,3,5,Hyderabad,Telangana,NULL,-82.191,-103.154,20.963,0.50140,0.46881,0,0.50140,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6076,B005,"2026-01-10 03:00:00",942.000,960.000,1.800,3,6,Hyderabad,Telangana,NULL,-79.222,-99.634,20.411,0.34205,0.20550,0,0.34205,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6077,B005,"2026-01-04 04:00:00",942.000,960.000,1.800,4,0,Hyderabad,Telangana,NULL,-88.559,-106.198,17.639,0.32662,0.37786,0,0.32662,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6078,B005,"2026-01-05 04:00:00",942.000,960.000,1.800,4,1,Hyderabad,Telangana,NULL,-82.126,-101.214,19.089,0.30696,0.33834,0,0.30696,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6079,B005,"2026-01-06 04:00:00",942.000,960.000,1.800,4,2,Hyderabad,Telangana,NULL,-88.760,-106.104,17.344,0.41273,0.28880,0,0.41273,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6080,B005,"2026-01-07 04:00:00",942.000,960.000,1.800,4,3,Hyderabad,Telangana,NULL,-82.944,-100.172,17.228,0.37196,0.44436,0,0.37196,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6081,B005,"2026-01-08 04:00:00",942.000,960.000,1.800,4,4,Hyderabad,Telangana,NULL,-81.100,-100.050,18.950,0.43416,0.52862,0,0.43416,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6082,B005,"2026-01-09 04:00:00",942.000,960.000,1.800,4,5,Hyderabad,Telangana,NULL,-88.611,-103.616,15.005,0.28776,0.30759,0,0.28776,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6083,B005,"2026-01-10 04:00:00",942.000,960.000,1.800,4,6,Hyderabad,Telangana,NULL,-81.001,-100.740,19.739,0.24972,0.37192,1,0.24972,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6084,B005,"2026-01-04 05:00:00",942.000,960.000,1.800,5,0,Hyderabad,Telangana,NULL,-81.864,-102.017,20.152,0.31748,0.39174,0,0.31748,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6085,B005,"2026-01-05 05:00:00",942.000,960.000,1.800,5,1,Hyderabad,Telangana,NULL,-82.739,-103.283,20.545,0.32894,0.39446,0,0.32894,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6086,B005,"2026-01-06 05:00:00",942.000,960.000,1.800,5,2,Hyderabad,Telangana,NULL,-86.041,-106.983,20.942,0.46578,0.44325,0,0.46578,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6087,B005,"2026-01-07 05:00:00",942.000,960.000,1.800,5,3,Hyderabad,Telangana,NULL,-78.682,-101.624,22.943,0.45570,0.45133,0,0.45570,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6088,B005,"2026-01-08 05:00:00",942.000,960.000,1.800,5,4,Hyderabad,Telangana,NULL,-89.518,-103.348,13.830,0.25846,0.29712,0,0.25846,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6089,B005,"2026-01-09 05:00:00",942.000,960.000,1.800,5,5,Hyderabad,Telangana,NULL,-78.600,-102.069,23.469,0.39212,0.46877,0,0.39212,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6090,B005,"2026-01-10 05:00:00",942.000,960.000,1.800,5,6,Hyderabad,Telangana,NULL,-81.959,-103.859,21.900,0.45647,0.49273,0,0.45647,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6091,B005,"2026-01-04 06:00:00",942.000,960.000,1.800,6,0,Hyderabad,Telangana,NULL,-81.209,-101.120,19.911,0.44337,0.45778,0,0.44337,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6092,B005,"2026-01-05 06:00:00",942.000,960.000,1.800,6,1,Hyderabad,Telangana,NULL,-82.478,-101.939,19.461,0.34264,0.40854,0,0.34264,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6093,B005,"2026-01-06 06:00:00",942.000,960.000,1.800,6,2,Hyderabad,Telangana,NULL,-87.785,-102.872,15.087,0.37851,0.40307,0,0.37851,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6094,B005,"2026-01-07 06:00:00",942.000,960.000,1.800,6,3,Hyderabad,Telangana,NULL,-84.878,-103.416,18.538,0.37260,0.29405,0,0.37260,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6095,B005,"2026-01-08 06:00:00",942.000,960.000,1.800,6,4,Hyderabad,Telangana,NULL,-87.615,-100.280,12.665,0.37584,0.21984,0,0.37584,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6096,B005,"2026-01-09 06:00:00",942.000,960.000,1.800,6,5,Hyderabad,Telangana,NULL,-82.551,-103.698,21.147,0.34614,0.31602,0,0.34614,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6097,B005,"2026-01-10 06:00:00",942.000,960.000,1.800,6,6,Hyderabad,Telangana,NULL,-82.245,-101.677,19.432,0.40235,0.47330,0,0.40235,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6098,B005,"2026-01-04 07:00:00",942.000,960.000,1.800,7,0,Hyderabad,Telangana,NULL,-80.001,-103.339,23.338,0.30393,0.21222,0,0.30393,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6099,B005,"2026-01-05 07:00:00",942.000,960.000,1.800,7,1,Hyderabad,Telangana,NULL,-77.432,-98.905,21.473,0.40854,0.32851,0,0.40854,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6100,B005,"2026-01-06 07:00:00",942.000,960.000,1.800,7,2,Hyderabad,Telangana,NULL,-82.280,-101.448,19.167,0.47601,0.43868,0,0.47601,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6101,B005,"2026-01-07 07:00:00",942.000,960.000,1.800,7,3,Hyderabad,Telangana,NULL,-84.087,-103.959,19.872,0.34502,0.49659,0,0.34502,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6102,B005,"2026-01-08 07:00:00",942.000,960.000,1.800,7,4,Hyderabad,Telangana,NULL,-81.395,-105.262,23.867,0.39893,0.55833,0,0.39893,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6103,B005,"2026-01-09 07:00:00",942.000,960.000,1.800,7,5,Hyderabad,Telangana,NULL,-84.608,-105.850,21.242,0.37019,0.34802,0,0.37019,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6104,B005,"2026-01-10 07:00:00",942.000,960.000,1.800,7,6,Hyderabad,Telangana,NULL,-84.136,-104.255,20.119,0.30029,0.34055,0,0.30029,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6105,B005,"2026-01-04 08:00:00",942.000,960.000,1.800,8,0,Hyderabad,Telangana,NULL,-79.680,-101.101,21.421,0.39430,0.36229,0,0.39430,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6106,B005,"2026-01-05 08:00:00",942.000,960.000,1.800,8,1,Hyderabad,Telangana,NULL,-86.564,-105.799,19.236,0.38520,0.35462,0,0.38520,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6107,B005,"2026-01-06 08:00:00",942.000,960.000,1.800,8,2,Hyderabad,Telangana,NULL,-80.354,-101.608,21.254,0.35500,0.42700,0,0.35500,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6108,B005,"2026-01-07 08:00:00",942.000,960.000,1.800,8,3,Hyderabad,Telangana,NULL,-85.208,-102.059,16.851,0.37588,0.34456,0,0.37588,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6109,B005,"2026-01-08 08:00:00",942.000,960.000,1.800,8,4,Hyderabad,Telangana,NULL,-91.898,-105.753,13.855,0.20815,0.27082,1,0.20815,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6110,B005,"2026-01-09 08:00:00",942.000,960.000,1.800,8,5,Hyderabad,Telangana,NULL,-87.766,-103.995,16.229,0.37953,0.40193,0,0.37953,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6111,B005,"2026-01-10 08:00:00",942.000,960.000,1.800,8,6,Hyderabad,Telangana,NULL,-88.957,-105.903,16.945,0.37810,0.24004,0,0.37810,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6112,B005,"2026-01-04 09:00:00",942.000,960.000,1.800,9,0,Hyderabad,Telangana,NULL,-82.362,-101.706,19.344,0.45327,0.34097,0,0.45327,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6113,B005,"2026-01-05 09:00:00",942.000,960.000,1.800,9,1,Hyderabad,Telangana,NULL,-74.954,-101.481,26.527,0.54889,0.44882,0,0.54889,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6114,B005,"2026-01-06 09:00:00",942.000,960.000,1.800,9,2,Hyderabad,Telangana,NULL,-71.753,-100.577,28.824,0.55024,0.36517,0,0.55024,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6115,B005,"2026-01-07 09:00:00",942.000,960.000,1.800,9,3,Hyderabad,Telangana,NULL,-76.056,-102.179,26.123,0.57547,0.39285,0,0.57547,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6116,B005,"2026-01-08 09:00:00",942.000,960.000,1.800,9,4,Hyderabad,Telangana,NULL,-71.620,-102.250,30.629,0.47829,0.35425,0,0.47829,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6117,B005,"2026-01-09 09:00:00",942.000,960.000,1.800,9,5,Hyderabad,Telangana,NULL,-83.225,-100.805,17.579,0.39566,0.28761,0,0.39566,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6118,B005,"2026-01-10 09:00:00",942.000,960.000,1.800,9,6,Hyderabad,Telangana,NULL,-78.471,-103.031,24.560,0.57574,0.52738,0,0.57574,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6119,B005,"2026-01-04 10:00:00",942.000,960.000,1.800,10,0,Hyderabad,Telangana,NULL,-72.901,-102.072,29.170,0.55674,0.54196,0,0.55674,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6120,B005,"2026-01-05 10:00:00",942.000,960.000,1.800,10,1,Hyderabad,Telangana,NULL,-79.160,-102.283,23.123,0.57642,0.61282,0,0.57642,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6121,B005,"2026-01-06 10:00:00",942.000,960.000,1.800,10,2,Hyderabad,Telangana,NULL,-78.762,-106.180,27.419,0.50621,0.51423,0,0.50621,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6122,B005,"2026-01-07 10:00:00",942.000,960.000,1.800,10,3,Hyderabad,Telangana,NULL,-76.946,-103.107,26.161,0.47195,0.37774,0,0.47195,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6123,B005,"2026-01-08 10:00:00",942.000,960.000,1.800,10,4,Hyderabad,Telangana,NULL,-70.102,-99.473,29.370,0.62358,0.67735,0,0.62358,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6124,B005,"2026-01-09 10:00:00",942.000,960.000,1.800,10,5,Hyderabad,Telangana,NULL,-82.503,-105.503,23.000,0.44516,0.39206,0,0.44516,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6125,B005,"2026-01-10 10:00:00",942.000,960.000,1.800,10,6,Hyderabad,Telangana,NULL,-85.933,-103.153,17.220,0.30301,0.27973,0,0.30301,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6126,B005,"2026-01-04 11:00:00",942.000,960.000,1.800,11,0,Hyderabad,Telangana,NULL,-75.245,-97.513,22.267,0.54464,0.47423,0,0.54464,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6127,B005,"2026-01-05 11:00:00",942.000,960.000,1.800,11,1,Hyderabad,Telangana,NULL,-79.813,-101.937,22.123,0.46479,0.37726,0,0.46479,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6128,B005,"2026-01-06 11:00:00",942.000,960.000,1.800,11,2,Hyderabad,Telangana,NULL,-79.017,-99.109,20.091,0.41336,0.31065,0,0.41336,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6129,B005,"2026-01-07 11:00:00",942.000,960.000,1.800,11,3,Hyderabad,Telangana,NULL,-67.637,-98.725,31.089,0.60698,0.56581,0,0.60698,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6130,B005,"2026-01-08 11:00:00",942.000,960.000,1.800,11,4,Hyderabad,Telangana,NULL,-74.087,-102.332,28.245,0.45552,0.45151,0,0.45552,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6131,B005,"2026-01-09 11:00:00",942.000,960.000,1.800,11,5,Hyderabad,Telangana,NULL,-73.735,-98.848,25.113,0.43476,0.43410,0,0.43476,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6132,B005,"2026-01-10 11:00:00",942.000,960.000,1.800,11,6,Hyderabad,Telangana,NULL,-76.885,-99.989,23.104,0.50409,0.54005,0,0.50409,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6133,B005,"2026-01-04 12:00:00",942.000,960.000,1.800,12,0,Hyderabad,Telangana,NULL,-79.133,-100.452,21.319,0.48513,0.27251,0,0.48513,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6134,B005,"2026-01-05 12:00:00",942.000,960.000,1.800,12,1,Hyderabad,Telangana,NULL,-81.888,-103.652,21.763,0.53188,0.40452,0,0.53188,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6135,B005,"2026-01-06 12:00:00",942.000,960.000,1.800,12,2,Hyderabad,Telangana,NULL,-81.309,-103.283,21.974,0.51192,0.46011,0,0.51192,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6136,B005,"2026-01-07 12:00:00",942.000,960.000,1.800,12,3,Hyderabad,Telangana,NULL,-77.658,-105.381,27.723,0.49956,0.58963,0,0.49956,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6137,B005,"2026-01-08 12:00:00",942.000,960.000,1.800,12,4,Hyderabad,Telangana,NULL,-77.780,-107.197,29.417,0.53511,0.55761,0,0.53511,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6138,B005,"2026-01-09 12:00:00",942.000,960.000,1.800,12,5,Hyderabad,Telangana,NULL,-74.947,-100.564,25.616,0.55583,0.41082,0,0.55583,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6139,B005,"2026-01-10 12:00:00",942.000,960.000,1.800,12,6,Hyderabad,Telangana,NULL,-79.567,-102.634,23.067,0.48904,0.21249,0,0.48904,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6140,B005,"2026-01-04 13:00:00",942.000,960.000,1.800,13,0,Hyderabad,Telangana,NULL,-79.793,-102.607,22.813,0.56083,0.48794,0,0.56083,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6141,B005,"2026-01-05 13:00:00",942.000,960.000,1.800,13,1,Hyderabad,Telangana,NULL,-66.269,-96.718,30.449,0.58016,0.27297,0,0.58016,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6142,B005,"2026-01-06 13:00:00",942.000,960.000,1.800,13,2,Hyderabad,Telangana,NULL,-76.247,-104.457,28.210,0.49079,0.46771,0,0.49079,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
6143,B005,"2026-01-07 13:00:00",942.000,960.000,1.800,13,3,Hyderabad,Telangana,NULL,-78.156,-100.008,21.852,0.43794,0.46634,0,0.43794,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
