record_id,band_id,start_frequency_mhz,end_frequency_mhz,service_type,state,city,hour,day_of_week,bandwidth_mhz,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,assignment_status,occupancy_status,target_available,data_type
21585,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,11,3,20.0,-71.179,-99.363,28.184,0.54112,0.56008,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21586,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,11,4,20.0,-80.022,-102.531,22.509,0.39995,0.28893,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21587,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,11,5,20.0,-83.768,-102.321,18.554,0.40171,0.4231,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21588,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,11,6,20.0,-78.805,-100.101,21.296,0.39249,0.21285,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21589,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,0,20.0,-73.572,-100.849,27.277,0.51982,0.38264,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21590,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,1,20.0,-75.155,-101.161,26.006,0.48149,0.55306,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21591,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,2,20.0,-79.085,-103.229,24.144,0.42354,0.44631,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21592,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,3,20.0,-73.293,-97.736,24.443,0.45448,0.42968,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21593,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,4,20.0,-82.621,-105.296,22.674,0.46018,0.46734,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21594,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,5,20.0,-75.909,-102.693,26.784,0.50463,0.45549,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21595,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,12,6,20.0,-76.113,-97.836,21.724,0.37823,0.38537,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21596,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,0,20.0,-84.83,-101.27,16.44,0.38752,0.48745,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21597,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,1,20.0,-83.568,-103.021,19.453,0.40822,0.26305,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21598,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,2,20.0,-78.09,-95.953,17.863,0.34688,0.32018,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21599,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,3,20.0,-87.366,-104.819,17.453,0.37119,0.17865,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21600,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,4,20.0,-78.768,-106.014,27.245,0.4971,0.42733,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21601,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,5,20.0,-79.654,-102.109,22.455,0.47856,0.45673,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21602,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,13,6,20.0,-80.551,-99.473,18.921,0.41569,0.49096,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21603,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,0,20.0,-75.813,-97.124,21.311,0.45903,0.44301,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21604,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,1,20.0,-74.195,-101.764,27.57,0.54837,0.3867,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21605,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,2,20.0,-72.312,-99.24,26.928,0.55579,0.45088,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21606,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,3,20.0,-78.969,-100.348,21.379,0.40694,0.24338,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21607,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,4,20.0,-76.425,-101.846,25.421,0.47175,0.45075,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21608,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,5,20.0,-76.831,-99.582,22.75,0.36638,0.3329,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21609,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,14,6,20.0,-79.702,-100.248,20.546,0.40232,0.51701,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21610,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,0,20.0,-75.068,-100.033,24.965,0.49499,0.47524,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21611,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,1,20.0,-77.026,-103.34,26.313,0.36908,0.26946,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21612,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,2,20.0,-79.772,-103.051,23.279,0.37259,0.33082,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21613,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,3,20.0,-83.582,-107.135,23.553,0.43412,0.53132,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21614,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,4,20.0,-79.268,-102.959,23.691,0.45508,0.3353,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21615,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,5,20.0,-80.992,-100.391,19.399,0.40212,0.33375,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21616,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,15,6,20.0,-79.08,-102.269,23.189,0.44623,0.42205,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21617,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,0,20.0,-83.361,-103.968,20.607,0.35316,0.22944,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21618,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,1,20.0,-76.103,-100.396,24.294,0.48144,0.40403,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21619,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,2,20.0,-82.377,-105.28,22.903,0.42558,0.26074,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21620,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,3,20.0,-77.049,-100.536,23.487,0.44105,0.45883,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21621,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,4,20.0,-80.611,-102.242,21.632,0.42611,0.40877,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21622,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,5,20.0,-85.406,-106.888,21.482,0.5149,0.42768,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21623,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,16,6,20.0,-81.145,-100.522,19.377,0.42107,0.27929,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21624,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,0,20.0,-81.326,-101.3,19.974,0.40502,0.38968,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21625,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,1,20.0,-85.407,-100.438,15.031,0.27581,0.2784,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21626,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,2,20.0,-74.15,-102.284,28.134,0.44476,0.34854,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21627,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,3,20.0,-73.725,-102.549,28.825,0.47559,0.41546,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21628,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,4,20.0,-75.266,-104.322,29.056,0.45343,0.4594,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21629,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,5,20.0,-80.268,-103.78,23.512,0.44396,0.33849,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21630,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,17,6,20.0,-84.716,-102.992,18.276,0.3959,0.32422,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21631,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,0,20.0,-80.064,-100.632,20.569,0.52033,0.542,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21632,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,1,20.0,-81.434,-106.957,25.523,0.47204,0.36685,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21633,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,2,20.0,-81.862,-98.597,16.735,0.42487,0.45787,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21634,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,3,20.0,-84.075,-103.739,19.665,0.42584,0.43418,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21635,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,4,20.0,-87.711,-105.88,18.169,0.46975,0.39804,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21636,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,5,20.0,-79.681,-102.594,22.913,0.46319,0.40065,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21637,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,18,6,20.0,-78.465,-101.641,23.176,0.4406,0.39715,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21638,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,0,20.0,-73.022,-97.415,24.393,0.29773,0.32163,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21639,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,1,20.0,-80.619,-103.565,22.946,0.46649,0.24781,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21640,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,2,20.0,-84.323,-101.876,17.553,0.28614,0.27272,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21641,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,3,20.0,-88.106,-100.691,12.585,0.25001,0.20355,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21642,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,4,20.0,-84.15,-100.689,16.539,0.37386,0.39715,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21643,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,5,20.0,-79.104,-99.503,20.399,0.2766,0.26703,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21644,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,19,6,20.0,-77.308,-98.883,21.575,0.30129,0.26445,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21645,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,0,20.0,-77.853,-104.81,26.957,0.40148,0.45998,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21646,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,1,20.0,-84.988,-99.845,14.858,0.31196,0.11201,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21647,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,2,20.0,-84.676,-104.613,19.937,0.40913,0.4205,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21648,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,3,20.0,-81.715,-100.787,19.071,0.32611,0.23015,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21649,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,4,20.0,-80.386,-100.744,20.359,0.32502,0.21205,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21650,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,5,20.0,-82.522,-102.889,20.368,0.35294,0.15951,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21651,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,20,6,20.0,-81.882,-100.574,18.691,0.27401,0.20679,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21652,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,0,20.0,-76.747,-101.693,24.946,0.46971,0.42318,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21653,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,1,20.0,-84.941,-102.21,17.269,0.37065,0.49774,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21654,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,2,20.0,-84.994,-107.149,22.155,0.3591,0.51004,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21655,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,3,20.0,-75.079,-95.118,20.038,0.34267,0.36113,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21656,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,4,20.0,-76.297,-97.093,20.796,0.38713,0.41409,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21657,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,5,20.0,-80.327,-102.812,22.485,0.36122,0.31369,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21658,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,21,6,20.0,-83.069,-103.127,20.058,0.2168,0.10935,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21659,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,0,20.0,-86.29,-104.638,18.348,0.39277,0.35367,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21660,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,1,20.0,-71.966,-96.999,25.033,0.4121,0.40731,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21661,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,2,20.0,-82.451,-101.584,19.133,0.23605,0.24886,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21662,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,3,20.0,-81.755,-97.974,16.219,0.31041,0.37222,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21663,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,4,20.0,-84.711,-105.83,21.119,0.29686,0.31527,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21664,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,5,20.0,-88.859,-101.035,12.176,0.24679,0.17541,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21665,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,22,6,20.0,-87.787,-102.037,14.25,0.26229,0.28307,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21666,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,0,20.0,-86.294,-102.759,16.466,0.35785,0.31371,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21667,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,1,20.0,-88.346,-100.131,11.785,0.21574,0.11827,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21668,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,2,20.0,-90.15,-101.425,11.275,0.20218,0.22417,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21669,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,3,20.0,-80.773,-102.654,21.881,0.39126,0.39762,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21670,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,4,20.0,-83.681,-100.633,16.952,0.20801,0.18352,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21671,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,5,20.0,-76.969,-98.494,21.525,0.36676,0.28844,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21672,B017,24250,27500,IMT candidate,Karnataka,Bengaluru,23,6,20.0,-85.622,-96.628,11.006,0.18507,0.35442,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
21673,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,0,20.0,-83.464,-101.055,17.59,0.3603,0.30444,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21674,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,1,20.0,-85.774,-100.222,14.448,0.31842,0.33918,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21675,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,2,20.0,-74.747,-99.953,25.206,0.41957,0.35393,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21676,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,3,20.0,-72.831,-102.081,29.25,0.42831,0.32256,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21677,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,4,20.0,-88.569,-105.383,16.814,0.33477,0.39268,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21678,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,5,20.0,-89.976,-104.446,14.47,0.25187,0.3585,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21679,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,0,6,20.0,-85.755,-102.998,17.243,0.31655,0.29488,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21680,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,0,20.0,-83.48,-101.707,18.227,0.31582,0.28567,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21681,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,1,20.0,-86.392,-103.866,17.474,0.33814,0.40475,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21682,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,2,20.0,-84.513,-102.771,18.258,0.37875,0.37573,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21683,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,3,20.0,-73.498,-105.129,31.631,0.49186,0.38932,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21684,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,4,20.0,-81.981,-103.792,21.811,0.26587,0.34537,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21685,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,5,20.0,-80.108,-102.281,22.173,0.3783,0.46118,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21686,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,1,6,20.0,-82.557,-104.046,21.49,0.36585,0.31267,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21687,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,0,20.0,-75.638,-101.529,25.891,0.3853,0.30114,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21688,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,1,20.0,-88.731,-105.686,16.955,0.29198,0.2877,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21689,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,2,20.0,-84.956,-101.863,16.907,0.32969,0.46824,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21690,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,3,20.0,-84.095,-102.836,18.741,0.3559,0.26993,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21691,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,4,20.0,-88.359,-101.722,13.362,0.328,0.2867,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21692,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,5,20.0,-80.671,-98.859,18.188,0.38036,0.35561,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21693,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,2,6,20.0,-82.033,-99.556,17.523,0.27646,0.14879,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21694,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,0,20.0,-83.939,-103.219,19.279,0.38577,0.39676,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21695,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,1,20.0,-83.915,-100.368,16.453,0.27227,0.29693,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21696,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,2,20.0,-83.682,-105.348,21.666,0.39196,0.31433,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21697,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,3,20.0,-84.272,-102.176,17.904,0.40495,0.22368,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21698,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,4,20.0,-84.841,-99.578,14.737,0.28803,0.42028,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21699,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,5,20.0,-76.387,-99.864,23.477,0.34379,0.35277,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21700,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,3,6,20.0,-82.455,-102.268,19.813,0.26082,0.40133,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21701,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,0,20.0,-79.418,-99.427,20.008,0.4138,0.41693,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21702,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,1,20.0,-81.223,-98.807,17.584,0.32679,0.4764,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21703,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,2,20.0,-82.416,-101.35,18.934,0.2894,0.40944,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21704,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,3,20.0,-85.271,-101.343,16.072,0.32328,0.36712,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21705,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,4,20.0,-82.414,-102.445,20.031,0.37594,0.32002,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21706,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,5,20.0,-76.315,-97.876,21.561,0.41006,0.3909,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21707,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,4,6,20.0,-87.125,-102.612,15.487,0.2626,0.29512,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21708,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,5,0,20.0,-82.291,-102.917,20.626,0.37244,0.30766,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21709,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,5,1,20.0,-80.409,-101.538,21.129,0.37532,0.30943,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21710,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,5,2,20.0,-82.435,-102.741,20.306,0.35287,0.43239,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
21711,B017,24250,27500,IMT candidate,Maharashtra,Mumbai,5,3,20.0,-84.601,-99.772,15.171,0.36649,0.42941,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
