record_id,band_id,state,city,start_frequency_mhz,end_frequency_mhz,required_bandwidth_mhz,service_type,assignment_status,occupancy_status,availability_label,data_type
3063,B023,Maharashtra,Mumbai,5265.836,5345.836,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3064,B007,Telangana,Hyderabad,1932.554,1942.554,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3065,B006,Karnataka,Bengaluru,1487.871,1497.871,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3066,B006,Telangana,Hyderabad,1460.1,1470.1,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3067,B003,West Bengal,Kolkata,799.897,839.897,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3068,B017,Karnataka,Bengaluru,25084.839,25124.839,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3069,B015,Gujarat,Ahmedabad,6973.454,6974.454,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3070,B015,Rajasthan,Jaipur,7005.275,7006.275,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3071,B020,Rajasthan,Jaipur,70086.344,70091.344,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3072,B019,Telangana,Hyderabad,42722.838,42723.838,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3073,B025,Tamil Nadu,Chennai,5796.917,5836.917,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3074,B010,Delhi,New Delhi,2506.202,2511.202,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3075,B007,Delhi,New Delhi,1759.074,1769.074,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3076,B011,West Bengal,Kolkata,3304.986,3305.986,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3077,B021,Rajasthan,Jaipur,2456.397,2457.397,1,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3078,B006,Gujarat,Ahmedabad,1442.914,1462.914,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3079,B011,West Bengal,Kolkata,3319.773,3399.773,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3080,B019,Telangana,Hyderabad,42984.721,43024.721,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3081,B016,Telangana,Hyderabad,7079.567,7119.567,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3082,B021,Karnataka,Bengaluru,2449.117,2469.117,20,Low Power / RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3083,B001,Karnataka,Bengaluru,527.83,547.83,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3084,B003,Maharashtra,Mumbai,662.577,682.577,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3085,B024,Maharashtra,Mumbai,5514.105,5534.105,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3086,B005,Karnataka,Bengaluru,946.598,947.598,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3087,B022,Tamil Nadu,Chennai,5156.652,5236.652,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3088,B015,Karnataka,Bengaluru,6897.209,6977.209,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3089,B007,West Bengal,Kolkata,1839.77,1849.77,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3090,B006,Delhi,New Delhi,1437.196,1517.196,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3091,B019,Tamil Nadu,Chennai,42644.4,42664.4,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3092,B008,Maharashtra,Mumbai,2174.45,2184.45,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3093,B017,Maharashtra,Mumbai,26798.875,26878.875,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3094,B021,Telangana,Hyderabad,2426.917,2436.917,10,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3095,B009,Telangana,Hyderabad,2374.291,2394.291,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3096,B002,West Bengal,Kolkata,594.237,599.237,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3097,B002,Tamil Nadu,Chennai,585.0,610.0,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3098,B008,Telangana,Hyderabad,2127.726,2147.726,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3099,B008,Maharashtra,Mumbai,2120.209,2140.209,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3100,B018,Rajasthan,Jaipur,39782.012,39792.012,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3101,B018,West Bengal,Kolkata,39152.963,39232.963,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3102,B025,Maharashtra,Mumbai,5849.151,5854.151,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3103,B018,Telangana,Hyderabad,39733.531,39738.531,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3104,B014,Karnataka,Bengaluru,3631.676,3641.676,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3105,B006,Telangana,Hyderabad,1479.915,1499.915,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3106,B006,Gujarat,Ahmedabad,1457.244,1477.244,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3107,B023,Telangana,Hyderabad,5294.242,5299.242,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3108,B006,Rajasthan,Jaipur,1435.737,1455.737,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3109,B007,Delhi,New Delhi,1974.972,2014.972,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3110,B019,Rajasthan,Jaipur,43436.829,43476.829,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3111,B010,Telangana,Hyderabad,2623.021,2643.021,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3112,B013,Maharashtra,Mumbai,3586.869,3596.869,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3113,B017,Tamil Nadu,Chennai,24403.286,24408.286,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3114,B002,Tamil Nadu,Chennai,587.819,607.819,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3115,B006,Karnataka,Bengaluru,1472.1,1482.1,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3116,B003,Tamil Nadu,Chennai,689.503,769.503,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3117,B017,Maharashtra,Mumbai,25448.121,25528.121,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3118,B014,Rajasthan,Jaipur,3609.284,3649.284,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3119,B002,Karnataka,Bengaluru,598.973,608.973,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3120,B002,Telangana,Hyderabad,587.533,597.533,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3121,B014,Karnataka,Bengaluru,3600.0,3670.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3122,B013,Maharashtra,Mumbai,3502.433,3507.433,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3123,B011,Delhi,New Delhi,3358.014,3368.014,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3124,B004,Telangana,Hyderabad,929.574,930.574,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3125,B010,Tamil Nadu,Chennai,2549.627,2629.627,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3126,B019,Maharashtra,Mumbai,43087.96,43107.96,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3127,B016,Tamil Nadu,Chennai,7096.47,7106.47,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3128,B025,Tamil Nadu,Chennai,5837.402,5838.402,1,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3129,B024,Karnataka,Bengaluru,5530.397,5570.397,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3130,B022,Tamil Nadu,Chennai,5214.696,5224.696,10,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3131,B002,Telangana,Hyderabad,585.0,610.0,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3132,B025,Gujarat,Ahmedabad,5821.658,5826.658,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3133,B018,Maharashtra,Mumbai,39749.943,39829.943,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3134,B003,Maharashtra,Mumbai,687.222,727.222,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3135,B011,Maharashtra,Mumbai,3306.097,3386.097,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3136,B005,Tamil Nadu,Chennai,946.693,951.693,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3137,B015,Gujarat,Ahmedabad,6743.618,6744.618,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3138,B021,Maharashtra,Mumbai,2416.289,2456.289,40,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3139,B017,Maharashtra,Mumbai,26650.466,26730.466,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3140,B024,Delhi,New Delhi,5636.544,5656.544,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3141,B014,Rajasthan,Jaipur,3609.44,3649.44,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3142,B015,Gujarat,Ahmedabad,6989.435,6994.435,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3143,B009,Telangana,Hyderabad,2316.533,2317.533,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3144,B011,Karnataka,Bengaluru,3307.758,3387.758,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3145,B022,Rajasthan,Jaipur,5188.295,5198.295,10,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3146,B017,Delhi,New Delhi,26169.81,26174.81,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3147,B009,Gujarat,Ahmedabad,2334.748,2344.748,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3148,B009,Delhi,New Delhi,2328.521,2368.521,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3149,B002,Gujarat,Ahmedabad,585.583,595.583,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3150,B021,Delhi,New Delhi,2404.086,2444.086,40,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3151,B004,Tamil Nadu,Chennai,890.268,891.268,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3152,B006,Rajasthan,Jaipur,1471.997,1472.997,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3153,B007,Maharashtra,Mumbai,1807.214,1827.214,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3154,B020,Rajasthan,Jaipur,69861.785,69866.785,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3155,B018,Delhi,New Delhi,38057.423,38062.423,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3156,B011,Maharashtra,Mumbai,3393.332,3394.332,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3157,B015,Telangana,Hyderabad,6550.273,6555.273,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3158,B018,Delhi,New Delhi,39543.094,39548.094,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3159,B013,Gujarat,Ahmedabad,3577.807,3597.807,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3160,B001,West Bengal,Kolkata,511.354,516.354,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3161,B014,Rajasthan,Jaipur,3624.47,3629.47,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3162,B009,West Bengal,Kolkata,2352.816,2392.816,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3163,B003,Telangana,Hyderabad,731.666,736.666,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3164,B003,Maharashtra,Mumbai,796.476,806.476,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3165,B019,Karnataka,Bengaluru,43179.282,43184.282,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3166,B003,West Bengal,Kolkata,730.829,770.829,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3167,B003,Maharashtra,Mumbai,668.596,678.596,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3168,B004,Tamil Nadu,Chennai,890.592,891.592,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3169,B009,Karnataka,Bengaluru,2386.479,2396.479,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3170,B015,Gujarat,Ahmedabad,6779.078,6784.078,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3171,B024,Karnataka,Bengaluru,5541.631,5581.631,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3172,B020,Maharashtra,Mumbai,67088.991,67089.991,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3173,B001,Tamil Nadu,Chennai,495.429,500.429,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3174,B020,Delhi,New Delhi,67993.133,67998.133,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3175,B007,Gujarat,Ahmedabad,1745.45,1825.45,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3176,B006,Tamil Nadu,Chennai,1435.568,1515.568,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3177,B019,Rajasthan,Jaipur,43459.406,43460.406,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3178,B022,Telangana,Hyderabad,5200.224,5201.224,1,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3179,B002,Karnataka,Bengaluru,586.88,591.88,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3180,B021,Delhi,New Delhi,2448.0,2468.0,20,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3181,B016,West Bengal,Kolkata,7088.638,7108.638,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3182,B013,Tamil Nadu,Chennai,3509.94,3589.94,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3183,B025,West Bengal,Kolkata,5762.941,5802.941,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3184,B009,Delhi,New Delhi,2368.843,2373.843,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3185,B014,Maharashtra,Mumbai,3604.964,3644.964,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3186,B012,Karnataka,Bengaluru,3401.975,3481.975,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3187,B022,Karnataka,Bengaluru,5166.984,5246.984,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3188,B001,Maharashtra,Mumbai,516.002,536.002,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3189,B009,Rajasthan,Jaipur,2384.285,2385.285,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3190,B019,Maharashtra,Mumbai,43348.197,43388.197,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3191,B005,Gujarat,Ahmedabad,942.0,960.0,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3192,B016,Tamil Nadu,Chennai,7035.465,7115.465,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3193,B015,Gujarat,Ahmedabad,6610.806,6690.806,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3194,B004,Karnataka,Bengaluru,912.514,922.514,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3195,B005,Delhi,New Delhi,954.104,959.104,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3196,B016,Rajasthan,Jaipur,7041.5,7042.5,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3197,B020,Telangana,Hyderabad,68152.644,68192.644,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3198,B004,Telangana,Hyderabad,913.281,923.281,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3199,B001,Delhi,New Delhi,523.484,563.484,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3200,B013,Tamil Nadu,Chennai,3546.25,3547.25,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3201,B005,Rajasthan,Jaipur,957.47,958.47,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3202,B007,Maharashtra,Mumbai,1867.484,1947.484,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3203,B017,Maharashtra,Mumbai,24594.237,24614.237,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3204,B019,Karnataka,Bengaluru,42858.971,42878.971,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3205,B010,Maharashtra,Mumbai,2559.488,2569.488,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3206,B009,Gujarat,Ahmedabad,2342.589,2362.589,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3207,B021,Rajasthan,Jaipur,2460.373,2465.373,5,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3208,B016,Telangana,Hyderabad,7066.513,7067.513,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3209,B004,Telangana,Hyderabad,916.825,917.825,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3210,B017,Karnataka,Bengaluru,25683.142,25763.142,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3211,B005,West Bengal,Kolkata,942.0,960.0,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3212,B022,Telangana,Hyderabad,5195.685,5215.685,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3213,B019,Rajasthan,Jaipur,43318.014,43358.014,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3214,B010,Maharashtra,Mumbai,2511.109,2591.109,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3215,B013,Tamil Nadu,Chennai,3501.897,3506.897,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3216,B013,Maharashtra,Mumbai,3503.453,3543.453,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3217,B021,Gujarat,Ahmedabad,2448.789,2458.789,10,Low Power / RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3218,B006,Gujarat,Ahmedabad,1507.982,1508.982,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3219,B010,Delhi,New Delhi,2609.884,2649.884,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3220,B020,Maharashtra,Mumbai,66280.29,66281.29,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3221,B018,West Bengal,Kolkata,38826.208,38906.208,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3222,B011,West Bengal,Kolkata,3309.785,3389.785,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3223,B004,Tamil Nadu,Chennai,890.0,942.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3224,B014,Maharashtra,Mumbai,3627.195,3628.195,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3225,B003,Telangana,Hyderabad,786.164,806.164,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3226,B005,Telangana,Hyderabad,942.0,960.0,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3227,B017,Tamil Nadu,Chennai,25877.486,25897.486,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
3228,B008,Delhi,New Delhi,2122.755,2132.755,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3229,B016,West Bengal,Kolkata,7048.613,7088.613,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
3230,B021,Gujarat,Ahmedabad,2404.547,2424.547,20,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
